Cock And Ball Torture,Goregrind,Deathgrind,,,
Crysalys,Melodic death,Symphonic,Gothic,,
Dark Buddha Rising,Drone doom,Dark,Ambient,,
Darkology,Us power,Progressive,,,
Darkwoods My Betrothed,Black,,,,
Delight,Gothic,,,,
Diabolical,Blackened death,,,,
Division By Zero,Progressive,,,,
Dopethrone,Stoner,,,,
Dread Sovereign,Doom,,,,
Dungeon,Power,,,,
Earthside,Progressive,,,,
Engraved Disillusion,Melodic death,,,,
Epidemia,Power,,,,
Eternal Oath,Death,Gothic,,,
Ex Libris,Symphonic,Gothic,,,
Falling Leaves,Death doom,,,,
Funeral Tears,Funeral doom,,,,
God Macabre,Death,,,,
Grand Supreme Blood Court,Death,Doom,,,
He Came From The Sun,Technical death,Progressive death,Blackened death,Death doom,Death
Hellsaw,Black,,,,
Hieronymus Bosch,Progressive death,,,,
Hourglass,Progressive,,,,
Hyubris,Folk,Heavy,Hard rock,,
Konkhra,Death,,,,
Krohm,Black,Atmospheric black,Depressive black,,
Lord Vicar,Doom,,,,
Lucifer,Doom,Stoner,,,
Mandrake,Gothic,,,,
Monarque,Black,,,,
My Silent Wake,Death doom,Gothic,,,
Nechochwen,Neofolk,Black,,,
Necrowretch,Death,,,,
Noctiferia,Black,Industrial,Death,,
Nordjevel,Black,,,,
Nu.Clear.Dawn,Progressive,,,,
Oakenshield,Viking folk,,,,
Oddland,Progressive rock,Progressive,,,
Once Human,Melodic death,,,,
Ophthalamia,Black,,,,
Ossian,Heavy,,,,
Outre,Black,,,,
Panzerballett,Progressive,Jazz,,,
Pestifer,Technical death,,,,
Postmortem,Death,Doom,,,
Psilocybe Larvae,Progressive black,Death doom,,,
Qutin,Progressive death,Technical thrash,,,
Rain Delay,Avantgarde,,,,
Ramesses,Doom,Stoner,,,
Svarttjern,Black,,,,
Synarchy,Melodic death,Thrash,,,
The Eternal,Gothic doom,Gothic,Gothic rock,,
The Wounded,Gothic,Atmospheric rock,,,
Undersmile,Sludge,Doom,,,
Unshine,Symphonic,,,,
Voodoo Circle,Heavy,Power,Hard rock,,
Voodoocult,Thrash,,,,
Waking The Cadaver,Brutal deathcore,Death,,,
Wayd,Progressive death,,,,
Wo Fat,Psychedelic doom,Stoner rock,,,
(EchO),Psychedelic doom,,,,
Absentation,Death,,,,
Ahoora,Progressive,,,,
All Pigs Must Die,Grindcore,Hardcore,,,
Amederia,Doom,Gothic,,,
Anagnorisis,Death,Black,,,
Anthriel,Progressive,Neoclassical power,,,
Antigama,Experimental grindcore,,,,
Avec Tristesse,Extreme progressive,,,,
Beastwars,Sludge,Stoner,,,
Candiria,Jazz,Avantgarde math,Grindcore,Fusion,
Celtic Legacy,Heavy,,,,
Chalice,Gothic doom,,,,
Claymore,Melodic death,Melodic black,,,
Cornerstone,Hard rock,Heavy,,,
Crow Black Sky,Melodic death,Black,,,
D�cembre Noir,Death doom,,,,
Dark Castle,Doom,Sludge,,,
Deranged,Death,,,,
Dirty Shirt,Alternative,Crossover folk,Progressive,,
Distorted Harmony,Progressive,,,,
Djevel,Black,,,,
Dragony,Power,,,,
Earth And Pillars,Atmospheric black,,,,
Elysian,Progressive death,,,,
Enfold Darkness,Black,Death,,,
Fac�nora,Thrash,,,,
Farmakon,Extreme progressive,,,,
Fleurety,Black,Avantgarde,,,
Frontside,Metalcore,,,,
Fyrnask,Black,,,,
Grailknights,Gothenburg,Power,,,
Hortus Animae,Symphonic black,,,,
Human Rejection,Brutal death,,,,
In Malice's Wake,Thrash,,,,
In Slumber,Melodic death,,,,
Interment,Death,,,,
Intruder,Technical thrash,,,,
Jordan Rudess,Progressive,New age,,,
Kaamos,Death,,,,
Kadenzza,Avantgarde black,,,,
Karelia,Symphonic power,Gothic,Industrial,,
Kult Ov Azazel,Black,,,,
Liv Moon,Symphonic,,,,
Lord Vampyr,Black,Gothic,,,
Lunatic Gods,Atmospheric black,Death doom,,,
Lycus,Funeral doom,,,,
Mantar,Sludge,,,,
Modern Day Babylon,Progressive,Djent,,,
Murder Construct,Deathgrind,,,,
Obsession,Us power,,,,
Panzer (GER),Heavy,,,,
Pathosray,Progressive,,,,
Plebeian Grandstand,Black,Hardcore,,,
Probot,Heavy,Stoner,,,
Psygnosis,Extreme progressive,,,,
Purtenance,Death,,,,
Quorthon,Alternative,Alternative rock,,,
Redwood Hill,Post-metal,Black,,,
Reverence,Black,Industrial,,,
Saga,Progressive rock,,,,
Selvans,Atmospheric black,Folk,,,
Septycal Gorge,Brutal death,Technical death,,,
Sir Lord Baltimore,Heavy,Hard rock,,,
Sk�phe,Black,,,,
Sleestak,Stoner,Psychedelic rock,,,
Sotajumala,Death,,,,
Soul Secret,Progressive,,,,
Sound Storm,Symphonic power,,,,
Soziedad Alkoholika,Crossover thrash,,,,
Spitfire,Power,,,,
Switchtense,Groove thrash,,,,
Synestesia,Gothenburg,,,,
Talanas,Progressive death,,,,
The Legion,Black,,,,
The SLoT,Alternative,Nu,,,
The Slow Death,Death doom,,,,
The Spektrum,Death,Gothic,,,
Thine Eyes Bleed,Death,Thrash,,,
This Ending,Melodic death,,,,
Thy Darkened Shade,Black,,,,
"Tim ""Ripper"" Owens",Heavy,,,,
Tomorrow's Eve,Progressive,,,,
Trollech,Pagan black,,,,
Trooper,Heavy,,,,
Vanhelgd,Death,,,,
Vanir,Viking folk,Melodic death,,,
Vastum,Death,,,,
Vendetta (GER),Thrash,,,,
Vh�l,Heavy,Crust punk,,,
Visceral Disgorge,Brutal death,,,,
Voices Of Destiny,Symphonic,Heavy,,,
Wargasm,Thrash,Heavy,,,
World Under Blood,Melodic death,,,,
Aarni,Avantgarde,,,,
Addaura,Experimental black,,,,
Anarchadia,Thrash,,,,
Apathy Noir,Death doom,Progressive,,,
Aras,Atmospheric black,,,,
Atriarch,Blackened doom,,,,
Backyard Babies,Hard rock,Glam,,,
Black River,Heavy,Stoner,,,
Black Wreath,Funeral doom,Death doom,,,
Bloody Panda,Drone doom,Sludge,,,
Botch,Math,Metalcore,,,
Burnt By The Sun,Metalcore,,,,
Ca�na,Black,Post-metal,,,
Castle,Doom,Heavy,,,
Cripple Bastards,Grindcore,,,,
Damned Spirits' Dance,Black,Avantgarde,Melodic black,,
Devolved,Death,Industrial,Technical death,,
Domain,Power,,,,
Dream Death,Doom,Death,Thrash,,
E�s,Black,,,,
Eidolon,Power,Speed,,,
Elegeion,Doom,,,,
Emyn Muil,Atmospheric black,,,,
Entropia (POL),Black,Post-metal,,,
Explode,Progressive,,,,
Foscor,Black,,,,
Gospel Of The Horns,Black,,,,
Grimner,Folk,,,,
H�ive,Black,Folk,,,
Hammercult,Death,Thrash,,,
Hermh,Black,Symphonic black,Gothic,,
Holy Blood,Hardcore,Melodic death,Black,Folk,Brutal death
Holy Knights,Power,Symphonic,,,
Impious,Death,Thrash,,,
In-Quest,Technical death,,,,
Izah,Sludge,,,,
Kistvaen,Black,,,,
Kraanium,Brutal death,,,,
Letzte Instanz,Folk,Industrial,Gothic,,
Lords Of Black,Heavy,,,,
Luna Ad Noctum,Symphonic black,,,,
Macabre Omen,Pagan black,,,,
Majestic,Power,,,,
Mencea,Progressive death,,,,
Minority Sound,Electronic industrial,,,,
Miserere Luminis,Black,,,,
Nebelhorn,Viking black,,,,
Neonfly,Power,,,,
No Return,Death,Thrash,,,
Oathbreaker,Black,Post-metal,Hardcore,,
Obsidian,Progressive death,,,,
Otargos,Black,,,,
Pegazus,Heavy,,,,
Philip H. Anselmo & The Illegals,Sludge,,,,
Porta Nigra,Avantgarde black,Doom,,,
Portrait,Heavy,,,,
Psychostick,Groove thrash,Comedy,,,
Razorwyre,Thrash,,,,
Salamandra,Power,Speed,,,
Sanctification,Death,,,,
Sarpanitum,Brutal death,,,,
Scorpion Child,Hard rock,,,,
Seven Witches,Heavy,,,,
Sivyj Yar,Pagan black,,,,
Soulgrind,Black,Gothic,,,
Spires,Extreme progressive,,,,
Spiritus Mortis,Doom,,,,
Survivor,Heavy,,,,
Survivors Zero,Melodic death,,,,
Symbyosis,Progressive death,,,,
Tarantula,Power,Heavy,,,
Temple Of Baal,Black,,,,
The Fading,Melodic death,,,,
The Safety Fire,Progressive,,,,
Theudho,Pagan black,,,,
Thrown To The Sun,Progressive death,,,,
Torture Division,Death,,,,
Unearthly Trance,Doom,Sludge,,,
V8,Heavy,,,,
White Walls,Progressive,,,,
Wilds Forlorn,Atmospheric black,Depressive black,,,
Winter In Eden,Symphonic gothic,,,,
Woe,Black,,,,
5ive,Sludge,Post-metal,,,
Abgott,Black,,,,
Abiotic,Progressive deathcore,Technical death,,,
Abske Fides,Funeral doom,Death doom,,,
Across The Sun,Metalcore,,,,
Aeba,Black,,,,
Aeon Of Horus,Progressive death,Technical death,,,
Agonizer,Heavy,,,,
Akrea,Melodic death,,,,
Alterbeast,Technical death,,,,
Ancestral Legacy,Symphonic black,Gothic,,,
Animations,Progressive,Progressive death,Metalcore,,
Antropomorphia,Death,,,,
Argus Megere,Black,,,,
Arwen,Power,Progressive,,,
Astra (USA),Progressive rock,Psychedelic rock,,,
Audrey Horne,Hard rock,Alternative rock,,,
Black Tongue,Deathcore,,,,
Black Witchery,Black,Death,,,
Blood Feast,Death,Thrash,,,
Blood Of Kingu,Black,,,,
Bonfire,Hard rock,Heavy,,,
Canopy,Melodic death,,,,
Creation's End,Progressive,,,,
Cronian,Progressive,,,,
Crystal Ball,Power,,,,
Dark Quarterer,Heavy,Progressive,Hard rock,,
Dead To A Dying World,Blackened doom,Sludge,Crust punk,,
Desecravity,Technical death,Brutal death,,,
Duskmourn,Folk,Melodic death,,,
Dylath-Leen,Melodic death,,,,
Elfon�a,Progressive,Progressive rock,,,
Enforsaken,Gothenburg,,,,
Eschatos,Progressive black,,,,
Ethereal Shroud,Black,Funeral doom,,,
Evertale,Power,Heavy,,,
Farsot,Black,,,,
Faustcoven,Black,Doom,,,
Fear Of Eternity,Atmospheric black,,,,
Fleshgrind,Death,,,,
Frantic Amber,Melodic death,,,,
Fukpig,Black,Crust punk,,,
Fungoid Stream,Funeral doom,,,,
Gaia Epicus,Power,,,,
Golem,Melodic death,,,,
Gyze,Extreme power,,,,
Headhunter,Power,Thrash,,,
Hexx,Us power,Speed,Thrash,,
Himinbjorg,Pagan black,,,,
Horn,Black,,,,
House Of Lords,Hard rock,,,,
In Lingua Mortua,Melodic black,,,,
Iniquity,Technical death,,,,
Iron Angel,Power,Speed,Thrash,Heavy,
Ironsword,Heavy,,,,
Irreversible,Atmospheric sludge,,,,
IXXI,Black,,,,
Liturgy (US-NY),Experimental black,,,,
Lycanthia,Death doom,Gothic doom,,,
Malpractice,Thrash,Progressive,,,
Memoira,Gothic,,,,
Messenger,Heavy,,,,
Mindflow,Progressive,,,,
Morifade,Power,,,,
Mortem,Death,,,,
Mournful Gust,Death doom,Gothic,,,
Nidingr,Black,,,,
Nominon,Blackened death,Death,,,
Nylithia,Thrash,,,,
Omb,Progressive,Avantgarde,,,
Omega Massif,Sludge,,,,
Pain Confessor,Melodic death,,,,
Phobia,Grindcore,,,,
Pitchshifter,Industrial,Alternative,,,
Power Symphony,Power,,,,
Puteraeon,Death,,,,
Radiance (FIN),Progressive,Math,,,
Radogost,Folk,,,,
Rwake,Doom,Sludge,,,
Sacred Steel,Heavy,Power,,,
Samhain,Death rock,Hard rock,Horror,Punk,
Sanatorium,Speed,Thrash,,,
Serenity In Murder,Symphonic black,Symphonic death,,,
Shadow,Melodic death,,,,
Shadowsphere,Gothenburg,,,,
Shattered Skies,Progressive,Djent,,,
Shear,Power,,,,
Soilent Green,Sludge,Grindcore,,,
Steel Prophet,Us power,,,,
Sumac,Post-metal,Sludge,,,
Sworn Enemy,Metalcore,Hardcore,,,
Sylvaine,Atmospheric black,Shoegaze,,,
Tears Of Martyr,Gothic,,,,
Tempel,Extreme progressive,Instrumental,,,
The Great Kat,Neoclassical heavy,Speed,Thrash,,
Thunder,Hard rock,,,,
Twilight Guardians,Power,,,,
Twilight Of The Gods,Heavy,,,,
Vanguard,Gothic,,,,
Viking,Thrash,,,,
Virgin Snatch,Thrash,Groove thrash,,,
Weeping Birth,Brutal death,Black,,,
With The Dead,Doom,Stoner,,,
Wolvhammer,Blackened sludge,,,,
Zhrine,Death,,,,
Zyklon-B,Black,,,,
�rsaidh,Atmospheric black,Folk,,,
6:33,Alternative,Avantgarde,,,
A Dream Of Poe,Doom,Gothic,,,
A Million Dead Birds Laughing,Technical death,Grindcore,,,
Abattoir,Speed,,,,
Abstract Spirit,Funeral doom,,,,
Adimiron,Melodic death,Melodic black,Progressive death,Thrash,
After Oblivion,Technical thrash,,,,
Against The Plagues,Symphonic black,Melodic death,,,
Alaskan,Sludge,,,,
Alpine Fault,Melodic progressive,,,,
Alunah,Doom,Stoner,,,
Andras,Black,Pagan black,,,
Anomalie,Black,Post-metal,,,
Atrocious Abnormality,Brutal death,,,,
Autumn's Dawn,Depressive black,,,,
Betzefer,Death,Sludge,,,
Blaakyum,Doom,Thrash,Heavy,Progressive,
Brimstone Coven,Doom,Stoner rock,,,
Casketgarden,Thrash,,,,
Catalepsia,Gothic doom,,,,
Cautiva,Thrash,Progressive,,,
Celestial Crown,Black,Gothic doom,,,
Cnoc An Tursa,Folk,Black,,,
Cult Of Herodias,Doom,,,,
D'espairsRay,Industrial,J-rock,,,
Dark At Dawn,Power,,,,
Dawn Of Azazel,Death,,,,
Dawn Of Disease,Death,,,,
Dawnless,Heavy,Power,,,
Death Fetishist,Psychedelic black,,,,
Dee Snider,Heavy,,,,
Defiled,Brutal death,,,,
Defleshed,Death,Thrash,,,
Demisery,Death,,,,
Diathra,Doom,Gothic,,,
Diocletian,Black,Death,,,
Disentomb,Brutal death,,,,
Disforia,Power,Progressive,,,
Disharmonic Orchestra,Death,Grindcore,Avantgarde,Progressive,
Dissenter,Brutal death,,,,
Divine Empire,Death,Thrash,,,
Dreamaker,Power,Thrash,,,
Dreaming Dead,Death,Thrash,,,
Dyrathor,Pagan folk,,,,
Dyscordia,Progressive,,,,
Dysrhythmia,Technical progressive,,,,
Ebonylake,Avantgarde,Black,,,
Embryonic Devourment,Brutal death,Grindcore,,,
Emeth,Death,Brutal death,Technical death,,
Eternal Gray,Technical death,Melodic death,,,
Fall Of Serenity,Gothenburg,Death,,,
Faster Pussycat,Hard rock,Glam,,,
Fjorsvartnir,Melodic black,,,,
Gadget,Grindcore,,,,
Gates Of Winter,Symphonic progressive,,,,
Geezer,Heavy,Industrial heavy,,,
Ghost Machinery,Power,,,,
Girug�mesh,J-rock,Alternative,Power,,
Godkiller,Death,Black,Industrial black,Electronic,Metal
Grave Flowers,Doom,,,,
Guillotine,Thrash,,,,
Halloween,Heavy,,,,
Heidra,Viking folk,,,,
Hollow Haze,Progressive heavy,,,,
Irreversible Mechanism,Technical death,Symphonic death,,,
Ivory Tower,Progressive,Power,,,
Kab�t,Thrash,Melodic heavy,Hard rock,,
Lana Lane,Progressive,,,,
Lay Down Rotten,Death,,,,
Light Bearer,Post-metal,Sludge,,,
Livsnekad,Black,Doom,,,
Lord Dying,Sludge,,,,
Luciferian Light Orchestra,Psychedelic rock,,,,
Ludicra,Black,,,,
Lunaris,Progressive black,,,,
McAuley Schenker Group,Hard rock,Glam,,,
Miasmal,Death,,,,
Misery Loves Co.,Industrial,Alternative,,,
Monolord,Stoner,Doom,,,
Mortillery,Thrash,,,,
Morton,Heavy,Power,,,
Mythological Cold Towers,Doom,,,,
Neuromist,Progressive death,,,,
Night Of Suicide,Funeral doom,,,,
Nine Treasures,Folk,,,,
Noisem,Death,Thrash,,,
Nordheim,Blackened folk,Melodic death,,,
Northlane,Progressive metalcore,,,,
Opprobrium,Death,Thrash,,,
Orakle,Atmospheric black,Avantgarde,,,
Ortega,Doom,Sludge,,,
Outcast,Progressive thrash,Progressive death,,,
Potentiam,Avantgarde black,Blackened death,Suomi,,
Prey For Nothing,Melodic death,,,,
Razor Of Occam,Black,Thrash,,,
Satura,Metalcore,Groove thrash,,,
Scream Silence,Gothic,,,,
Secrets Of The Sky,Black,Doom,,,
Sight Of Emptiness,Gothenburg,,,,
Syn Ze ?ase Tri,Symphonic black,,,,
Tales Of Dark...,Death doom,Gothic,,,
The Interbeing,Industrial,,,,
The Poodles,Glam,Melodic heavy,Hard rock,,
The Resistance,Death,,,,
Thr�nenkind,Black,Post-punk,,,
Twilight,Black,,,,
Valient Thorr,Heavy,,,,
Waldgefl�ster,Black,,,,
Waning,Progressive black,,,,
Wind Rose,Progressive,Power,,,
Within Y,Melodic death,,,,
Abandoned,Thrash,,,,
Abidetherein,Black,Folk,,,
Abscess,Death,,,,
Acid Reign,Thrash,,,,
Afgrund,Grindcore,Crust punk,,,
Alpha Tiger,Thrash,Power,,,
Anup Sastry,Progressive,Djent,Instrumental,,
Arbor,Doom,Folk,Progressive,,
Arrow Haze,Hard rock,,,,
Arsafes,Extreme progressive,Industrial,,,
As You Drown,Death,Deathcore,,,
Bare Infinity,Symphonic power,,,,
Beneath,Technical death,,,,
Cadavrul,Death,,,,
Canga�o,Progressive death,,,,
Cans,Heavy,,,,
Cardiant,Power,,,,
Carnophage,Technical death,Brutal death,,,
Catharsis,Doom,Neoclassical power,,,
Celestial Season,Death,Doom,Stoner,,
Chain Reaction,Groove thrash,,,,
Chris Caffery,Progressive power,,,,
Confessor,Doom,,,,
Crown,Doom,Sludge,,,
Diminished,Brutal death,Grindcore,,,
Dirge Within,Thrash,Metalcore,,,
Discordance Axis,Grindcore,,,,
Divlje Jagode,Heavy,Hard rock,,,
Domovoyd,Psychedelic stoner,,,,
Dotma,Symphonic power,,,,
Drautran,Black,,,,
Ebony Ark,Power,Progressive,,,
Echoterra,Symphonic,,,,
Ecnephias,Blackened death,Doom,Gothic death,,
Eden Circus,Alternative,Progressive,Post-metal,,
Emir Hot,Progressive,,,,
Enthrallment,Brutal death,,,,
Eudaimony,Post-metal,Black,,,
Evil Invaders,Speed,Thrash,,,
Exsecratus,Melodic death,Gothic,,,
Fogalord,Power,Symphonic,,,
Graves At Sea,Doom,Sludge,,,
Heir Apparent,Progressive,,,,
Hevisaurus,Heavy,Power,,,
Hjarnidaudi,Drone doom,,,,
Hope For The Dying,Progressive death,,,,
Horde,Black,,,,
Human Mincer,Brutal death,,,,
Icon & The Black Roses,Gothic,,,,
Illuminandi,Gothic folk,,,,
Inner Sanctum,Death,Thrash,,,
Innosense,Melodic progressive,,,,
Iris,Hard rock,,,,
Japanische Kampfh�rspiele,Grindcore,,,,
Jucifer,Alternative rock,Sludge,Alternative,Noise,
Khthoniik Cerviiks,Black,Death,,,
Latitudes,Post-metal,Sludge,,,
Los Random,Progressive,Avantgarde,,,
Loss (USA),Funeral doom,,,,
Mastercastle,Heavy,,,,
Memory Garden,Heavy,Doom,,,
Moby Dick,Thrash,,,,
Moonlight Agony,Power,,,,
Mordred,Thrash,Funk rock,,,
Mortals,Sludge,Hardcore,Blackened sludge,Punk,
Na�ra,Black,,,,
Narrow House,Funeral doom,Doom,,,
Nemertines,Progressive math,Djent,,,
Nhor,Atmospheric black,Doom,Ambient,Folk,
Nucleus Torn,Alternative,Neofolk,,,
Oak Pantheon,Melodic black,Post-metal,,,
Oracles,Melodic death,Symphonic,,,
Ordinance,Progressive death,Technical death,,,
Paganizer,Death,,,,
Pandemia,Death,,,,
Pantheon I,Black,,,,
Pantommind,Progressive,,,,
Rebel Meets Rebel,Heavy,Country,,,
Ribspreader,Death,,,,
Sacred Oath,Us power,Heavy,,,
Samsara Blues Experiment,Stoner,,,,
Satyrian,Gothic,,,,
Savn,Symphonic gothic,,,,
Sole Remedy,Atmospheric progressive,,,,
Sorcerer,Epic doom,,,,
Sortil�ge,Heavy,,,,
Soulitude,Power,,,,
Stille Volk,Medieval folk,,,,
Subversion,Melodic death,Symphonic,Djent,,
Success Will Write Apocalypse Across The Sky,Deathgrind,,,,
Taak,Doom,,,,
Terhen,Atmospheric doom,,,,
The Bereaved,Gothenburg,,,,
The Crest,Gothic,Gothic rock,,,
The Graviators,Stoner,Doom,,,
Thee Orakle,Progressive death,Gothic,,,
Timeghoul,Progressive death,,,,
Uada,Black,,,,
Vengeful,Technical death,,,,
Vermin Womb,Death,Grindcore,,,
Victory,Heavy,,,,
Visigoth,Heavy,Power,,,
Winterhymn,Folk,,,,
Aberrant Vascular,Avantgarde,Symphonic,,,
Acacia,Black,Doom,,,
Advent Of Bedlam,Melodic death,Death,,,
Age Of Taurus,Doom,,,,
Agrimonia,Post-metal,Sludge,Crust punk,,
Akroma,Progressive black,Symphonic black,,,
Aldious,Power,,,,
Almyrkvi,Black,,,,
Another Messiah,Post-metal,Doom,,,
Apostasy,Black,,,,
Arida Vortex,Power,,,,
Asylum Pyre,Progressive,Power,,,
Bane Of Winterstorm,Symphonic power,,,,
Below The Sun,Funeral doom,,,,
Bestia,Blackened death,Pagan black,,,
Black Fate,Power,Progressive,,,
Born From Pain,Hardcore,Metalcore,,,
Britny Fox,Hard rock,Glam,,,
Cenotaph,Death,,,,
Ceremonial Perfection,Melodic death,,,,
Clandestine Blaze,Black,,,,
Consciousness Removal Project,Post-metal,,,,
Coram Lethe,Melodic death,,,,
Crimson Swan,Gothic doom,Death doom,,,
Crossfire,Power,Thrash,,,
Crypt Sermon,Doom,,,,
Dagor Dagorath,Symphonic black,Death,,,
Dark Sarah,Gothic,Symphonic,,,
Darkend,Symphonic black,,,,
Deathbound,Death,Grindcore,,,
Deivos,Death,,,,
Dephosphorus,Blackened death,Grindcore,,,
Descend Into Despair,Funeral doom,,,,
Destrose,Heavy,,,,
Destructor,Us power,Thrash,,,
Devathorn,Black,,,,
Diskord,Progressive death,Technical death,,,
Dragon Guardian,Symphonic power,,,,
Drone,Nu thrash,,,,
Dusk,Death doom,,,,
E-an-na,Folk,,,,
Enid,Symphonic black,,,,
Ensoph,Avantgarde,Gothic,,,
Epizod,Heavy,,,,
Evenfall,Gothic,,,,
Fairytale Abuse,Melodic black,,,,
Fear Of God,Thrash,,,,
Fit For An Autopsy,Deathcore,,,,
Fleshgore,Brutal death,,,,
Full Of Hell,Grindcore,Hardcore,Punk,,
Gallows End,Heavy,,,,
Gaza,Grindcore,,,,
Gothmog,Melodic black,Symphonic black,,,
Greymachine,Experimental industrial,Avantgarde,,,
Hacktivist,Nu,Djent,Rap,,
Hansen & Friends,Heavy,Power,,,
Heliosaga,Symphonic power,,,,
Hellbringer,Thrash,Speed,,,
Hellish Crossfire,Blackened thrash,,,,
Helms Alee,Sludge,Noise rock,Post-hardcore,,
Horisont,Hard rock,,,,
I Am I,Heavy,Power,,,
Imagika,Thrash,Us power,,,
Imperial Crystalline Entombment,Black,,,,
Infected Rain,Nu,,,,
Inverloch,Death doom,,,,
Invocator,Speed,Technical thrash,,,
Jack Frost,Doom,Gothic doom,,,
Kamijo,Symphonic power,J-rock,,,
Karybdis,Melodic death,Thrash,,,
Kill The Client,Grindcore,,,,
Kingfisher Sky,Gothic,Progressive rock,,,
Lyria,Symphonic,Alternative,,,
Lyzanxia,Thrash,,,,
Manimal,Power,,,,
Mares Of Thrace,Sludge,Doom,,,
Marriages,Alternative,,,,
Martyrd�d,Crust punk,D-beat,,,
Masacre (COL),Death,,,,
May Result,Black,,,,
Melted Space,Symphonic,Ambient,Neoclassical,,
Mirzadeh,Melodic black,,,,
Moss,Drone doom,Doom,Sludge,,
My Lament,Gothic doom,Death doom,,,
Nachtgeschrei,Folk,,,,
Natan,Pagan black,,,,
Neglected Fields,Technical death,,,,
Neh�mah,Black,,,,
Oath To Vanquish,Black,Death,,,
Obsidian Gate,Symphonic black,,,,
Phazm,Death 'n' roll,,,,
Place Of Skulls,Doom,,,,
Plague Widow,Deathgrind,,,,
Platitude,Neoclassical power,,,,
Primitive Graven Image,Black,,,,
Putridity,Brutal death,,,,
Ravage,Heavy,,,,
Rebaelliun,Death,,,,
Recueil Morbide,Brutal death,,,,
Red Descending,Melodic death,,,,
Resurrected,Brutal death,,,,
Ross The Boss,Heavy,Us power,,,
S.D.I.,Speed,,,,
Sannhet,Experimental black,,,,
Sarissa,Heavy,Power,Progressive,,
Sinmara,Black,,,,
Sister,Glam,,,,
Slugathor,Death,,,,
Slumpark Correctional,Death,Thrash,,,
Sorcier Des Glaces,Black,,,,
Southern Cross,Progressive,Progressive power,,,
Space Eater,Thrash,,,,
Spidkilz,Speed,Heavy,Thrash,,
Spirit Caravan,Doom,Stoner,,,
Stabat Mater,Funeral doom,,,,
Tantara,Thrash,,,,
Target,Progressive thrash,,,,
Tau Cross,Heavy,Crust punk,,,
Thaw,Experimental black,Ambient noise,,,
The Final Harvest,Thrash,Melodic death,,,
The Kindred,Progressive,,,,
The Neologist,Melodic death,,,,
The Oath,Doom,Hard rock,,,
The Secret,Black,Grindcore,Metalcore,,
The Wounded Kings,Doom,,,,
The Zenith Passage,Technical death,,,,
Thrashless,Thrash,,,,
Twisted Tower Dire,Us power,,,,
Unseen Terror,Death,Thrash,Grindcore,,
Urkraft,Melodic death,Thrash,,,
VI,Black,,,,
Vola,Djent,Progressive,Progressive rock,,
Volahn,Black,,,,
Volturyon,Death,,,,
Vorum,Death,,,,
Way To End,Avantgarde black,,,,
White Empress,Extreme symphonic,,,,
Winterage,Power,Symphonic,,,
Wolfbrigade,Crust punk,,,,
X-Panda,Progressive,Jazz fusion,,,
Young And In The Way,Black,Crust punk,,,
Zandelle,Heavy,Power,,,
Zuul Fx,Death,Thrash,,,
?,Depressive black,Doom,,,
0 X � S T,Death doom,,,,
7th Reign,Progressive power,,,,
A Sense Of Gravity,Progressive math,,,,
Abonos,Gothic,,,,
Abused Majesty,Symphonic black,Death,,,
Adastreia,Gothic,Symphonic,,,
ADX,Speed,,,,
Aegaeon,Deathcore,,,,
Aethyr,Melodic death,Folk,,,
After All,Thrash,,,,
Ajdath,Death,,,,
Alister,Thrash,Heavy,,,
Angeldark,Gothic,Symphonic,,,
Anthropia,Progressive,,,,
Archivist,Atmospheric black,Post-metal,,,
Ariadna Project,Power,,,,
Asgaard,Experimental black,,,,
Ashbringer,Atmospheric black,,,,
Astral Sleep,Death,Atmospheric doom,,,
Atomikyl�,Psychedelic doom,Drone,,,
Atra Vetosus,Melodic black,,,,
Bakos Attila,Progressive,,,,
Bast,Black,Doom,Sludge,,
Beatrik,Black,Doom,,,
Below,Epic doom,,,,
Beltaine,Pagan folk,,,,
Black Moth,Stoner rock,Doom,Stoner,,
Black Space Riders,Progressive,Stoner,,,
Bone Gnawer,Death,,,,
Bosse-De-Nage,Black,,,,
Brown Jenkins,Black,Doom,,,
Burning Circle,Progressive,,,,
Celtachor,Black,Celtic folk,,,
Civilization One,Power,,,,
Colosso,Death,,,,
Comeback Kid,Hardcore,Metalcore,,,
Contradiction,Thrash,,,,
Corporation 187,Melodic death,Thrash,,,
Corpsefucking Art,Brutal death,,,,
Crest Of Darkness,Black,,,,
Crystalmoors,Celtic black,Pagan black,,,
Cynthesis,Progressive,,,,
Cytotoxin,Brutal death,,,,
Darkflight,Black,Doom,,,
Dawn Of Silence,Melodic heavy,,,,
Daylight Misery,Gothic,Death doom,,,
Deadsquad,Brutal death,Technical death,,,
Deep Mountains,Atmospheric black,Folk,,,
Devil,Doom,Heavy,,,
Divinity Destroyed,Progressive,,,,
Dodecahedron,Black,,,,
Dodsferd,Black,,,,
Drakkar,Power,,,,
Drakum,Folk,,,,
Draugr,Melodic death,Pagan black,,,
Dreadful Shadows,Gothic,,,,
Edge Of Serenity,Melodic death,,,,
Elixir,New wave of british heavy,Heavy,,,
Elizium,Doom,Gothic,,,
Enemy Of Reality,Symphonic progressive,,,,
Eternal Idol,Power,Symphonic,Heavy,Progressive,
Fistula,Sludge,Drone doom,,,
Flagitious Idiosyncrasy In The Dilapidation,Grindcore,,,,
Forgive Me,Depressive black,,,,
